datetime,AAPL,AXP,BA,GE,JNJ,JPM,KO,MCD,MSFT,VZ,WMT,XOM
2015-08-20,28.1625,78.76,137.02,193.76923,98.79,65.94,40.55,99.76,45.66,46.88,68.43,74.57
2015-08-21,26.44,77.03,131.71001,189.15384,95.56,63.6,39.53,97.13,43.07,46.1,66.54,72.13
2015-08-24,25.78,74.65,127.19,183.61539,92.82,60.25,38.38,92.87,41.68,44.74,63.95,68.72
2015-08-25,25.935,73.52,125.49,179.0,90.73,59.91,37.99,91.21,40.47,43.5,63.1,68.71
2015-08-26,27.4225,75.63,129.34,184.69231,95.11,62.91,38.73,95.15,42.71,45.16,64.83,72.5
2015-08-27,28.23,76.88,131.87,192.38461,96.22,64.48,39.27,97.33,43.9,46.19,66.08,74.85
2015-08-28,28.3225,76.65,133.24001,193.53847,95.17,64.13,39.45,96.25,43.93,46.07,64.94,75.07
2015-08-31,28.19,76.72,130.67999,190.92308,93.98,64.1,39.32,95.02,43.52,46.01,64.73,75.24
2015-09-01,26.93,74.0,127.44,183.69231,92.09,61.45,38.75,93.47,41.82,44.9,63.82,72.08
2015-09-02,28.085,74.94,130.63,189.0,93.35,62.57,38.9,96.04,43.36,45.35,64.44,73.23
2015-09-03,27.5925,75.26,131.02,188.53847,92.64,62.68,39.16,96.01,43.5,45.72,64.86,73.79
2015-09-04,27.3175,74.08,129.75999,184.61539,91.31,61.5,38.52,94.85,42.61,44.82,63.89,72.46
2015-09-08,28.0775,75.49,133.82001,192.0,93.94,63.16,38.9,96.78,43.89,45.88,66.38,73.5
2015-09-09,27.5375,75.12,132.64999,188.84616,92.22,62.18,38.3,95.43,43.07,45.39,65.12,72.0
2015-09-10,28.1425,75.31,133.55,189.84616,92.72,62.66,38.42,95.25,43.29,45.46,64.12,72.52
2015-09-11,28.5525,75.5,134.67,191.92308,92.93,62.56,38.13,97.41,43.48,45.73,64.65,72.69
2015-09-14,28.8275,75.14,134.42999,190.53847,93.32,62.38,38.1,96.97,43.04,45.65,64.28,72.49
2015-09-15,29.07,76.5,136.3,194.61539,94.4,63.58,38.5,98.19,43.98,46.37,64.32,72.86
2015-09-16,29.1025,77.32,137.2,199.46153,94.61,64.14,39.15,98.69,44.3,46.19,64.69,74.3
2015-09-17,28.48,77.06,137.45,195.0,94.84,62.65,39.38,97.84,44.25,45.23,64.47,74.46
2015-09-18,28.3625,75.95,136.09,190.76923,93.39,60.94,38.98,97.05,43.48,44.57,63.34,72.68
2015-09-21,28.8025,76.74,136.02,193.0,93.13,61.45,39.19,97.9,44.11,44.8,63.72,73.39
2015-09-22,28.35,75.71,133.99001,193.15384,93.24,60.91,38.79,97.2,43.9,44.43,63.59,72.74
2015-09-23,28.58,75.63,131.67,193.38461,92.99,60.64,38.76,97.38,43.87,43.98,63.72,72.3
2015-09-24,28.75,74.69,129.75,191.61539,92.48,60.22,39.15,97.29,43.91,44.09,63.83,72.73
2015-09-25,28.6775,75.1,131.00999,191.69231,91.0,61.47,39.62,97.59,43.94,44.22,63.78,73.23
2015-09-28,28.11,73.34,128.13,187.0,91.37,59.98,39.53,95.96,43.29,43.74,63.66,72.6
2015-09-29,27.265,73.1,128.75,189.0,93.04,59.84,39.66,97.48,43.44,43.53,63.78,72.97
2015-09-30,27.575,74.13,130.95,194.0,93.35,60.97,40.12,98.53,44.26,43.51,64.84,74.35
2015-10-01,27.395,73.89,130.61,193.76923,93.17,61.42,39.8,98.78,44.61,42.96,64.27,74.06
2015-10-02,27.595,74.41,132.56,195.92308,93.93,60.81,40.39,99.79,45.57,42.84,64.98,75.88
2015-10-05,27.695,77.3,134.02,206.30769,94.76,62.02,41.01,101.17,46.63,44.0,65.87,76.81
2015-10-06,27.8275,76.91,134.63,209.92308,93.42,62.05,40.96,101.9,46.75,44.06,65.68,77.89
2015-10-07,27.695,77.18,137.02,213.61539,94.98,62.13,41.52,101.77,46.8,43.85,66.36,79.2
2015-10-08,27.375,77.18,139.03999,215.61539,95.08,62.13,41.98,102.95,47.45,44.23,66.88,80.03
2015-10-09,28.03,77.33,139.7,215.92308,95.37,61.93,42.02,102.76,47.11,44.16,66.69,79.26
2015-10-12,27.9,77.31,140.67999,216.07692,95.99,61.72,42.0,103.24,47.0,44.3,66.93,79.3
2015-10-13,27.9475,76.6,140.28999,214.38461,95.45,61.55,41.65,103.38,46.89,44.36,66.73,79.16
2015-10-14,27.5525,76.17,134.22,212.30769,94.53,59.99,41.68,102.82,46.68,43.99,60.03,80.16
2015-10-15,27.965,76.74,137.39,215.61539,97.15,61.89,41.92,103.66,47.01,44.67,59.33,81.48
2015-10-16,27.76,77.21,137.60001,222.92308,98.24,62.43,42.02,104.82,47.51,44.7,58.89,82.48
2015-10-19,27.9325,77.0,138.42,223.0,97.94,62.22,41.99,104.49,47.62,44.7,58.85,80.99
2015-10-20,28.4425,76.95,138.88,221.38461,97.59,62.52,42.29,103.84,47.77,45.24,58.75,80.83
2015-10-21,28.44,76.51,141.19,221.92308,97.63,62.06,42.19,102.54,47.2,44.86,58.64,80.21
2015-10-22,28.875,72.5,146.31,227.53847,99.53,63.19,43.24,110.87,48.03,45.89,58.9,82.89
2015-10-23,29.77,74.59,146.7,227.0,100.31,63.87,42.79,112.59,52.87,46.16,58.3,82.98
2015-10-26,28.82,74.19,146.7,227.30769,99.94,63.9,42.59,112.18,54.25,46.36,58.02,81.22
2015-10-27,28.6375,74.01,148.46001,226.61539,100.19,63.64,42.61,111.64,53.69,46.17,57.48,81.09
2015-10-28,29.8175,74.45,147.88,226.07692,100.48,65.5,42.73,112.94,53.98,46.48,57.64,82.28
2015-10-29,30.1325,74.22,147.17999,225.69231,101.37,65.21,42.79,112.62,53.36,46.4,57.96,82.23
2015-10-30,29.875,73.26,148.07001,222.46153,101.03,64.25,42.35,112.25,52.64,46.88,57.24,82.74
2015-11-02,30.295,73.94,148.39999,226.15384,102.17,65.54,42.24,112.11,53.24,46.78,57.61,85.28
2015-11-03,30.6425,74.03,148.09,227.61539,101.96,65.78,42.16,112.08,54.15,46.45,58.11,86.85
2015-11-04,30.5,74.07,148.19,227.23077,101.94,65.85,41.97,112.4,54.4,46.14,58.37,85.98
2015-11-05,30.23,73.93,147.97,228.0,102.33,66.44,42.33,112.85,54.38,46.2,58.61,84.81
2015-11-06,30.265,74.3,147.94,230.15384,101.92,68.46,41.96,113.31,54.92,45.78,58.78,84.47
2015-11-09,30.1425,73.42,145.98,228.84616,100.84,67.39,41.54,112.93,54.16,45.3,58.49,81.95
2015-11-10,29.1925,73.37,145.14999,231.69231,101.45,67.68,41.77,113.22,53.51,45.1,58.68,82.35
2015-11-11,29.0275,72.91,144.99001,235.92308,101.86,67.35,42.04,113.85,53.65,45.32,57.58,81.62
2015-11-12,28.93,71.98,142.53999,232.0,100.27,66.0,41.58,112.11,53.32,44.83,56.95,79.41
2015-11-13,28.085,71.2,142.59,232.92308,99.88,65.56,41.38,109.97,52.84,44.23,56.42,78.1
2015-11-16,28.545,71.66,144.42,233.53847,101.22,66.51,41.96,111.06,53.77,45.04,57.87,80.9
2015-11-17,28.4225,71.11,146.08,233.23077,101.5,66.13,41.67,110.94,52.97,45.08,59.92,79.96
2015-11-18,29.3225,72.15,148.28,234.76923,102.67,67.45,42.28,112.53,53.85,45.38,60.93,80.74
2015-11-19,29.695,72.74,149.24001,232.84616,102.49,67.66,43.11,113.3,53.94,45.76,60.7,80.3
2015-11-20,29.825,72.42,149.39999,235.84616,102.48,67.54,42.43,113.91,54.19,45.39,60.07,79.79
2015-11-23,29.4375,72.24,148.34,235.30769,102.77,66.88,42.96,114.47,54.19,44.99,60.26,80.28
2015-11-24,29.72,71.63,148.64999,235.84616,102.04,66.78,43.36,114.28,54.25,45.19,59.92,81.88
2015-11-25,29.5075,71.69,147.42999,233.53847,101.96,66.86,43.36,114.4,53.69,44.92,60.24,81.25
2015-11-27,29.4525,71.85,146.95,233.53847,102.37,67.17,43.15,114.23,53.93,45.23,59.89,81.23
2015-11-30,29.575,71.64,145.45,230.30769,101.24,66.68,42.62,114.16,54.35,45.45,58.84,81.66
2015-12-01,29.335,72.2,147.74001,232.07692,102.36,67.61,42.89,114.45,55.22,45.58,58.99,81.89
2015-12-02,29.07,71.2,146.96001,230.53847,102.05,66.66,42.77,113.72,55.21,44.92,58.35,79.55
2015-12-03,28.8,70.42,145.56,231.0,100.79,65.8,42.46,113.39,54.2,44.56,59.04,78.41
2015-12-04,29.7575,71.1,148.5,234.53847,102.95,67.89,43.29,116.2,55.91,45.71,59.66,78.86
2015-12-07,29.57,70.61,148.45,233.61539,103.32,67.0,43.2,116.42,55.81,46.06,60.5,76.8
2015-12-08,29.5575,69.91,144.99001,232.23077,102.42,65.96,43.01,116.53,55.79,45.7,59.61,74.63
2015-12-09,28.905,69.86,144.24001,234.38461,102.15,65.46,42.66,116.58,54.98,45.36,59.13,75.63
2015-12-10,29.0425,70.11,146.41,235.76923,102.64,65.61,42.76,117.2,55.27,45.32,59.56,75.69
2015-12-11,28.295,68.86,144.62,232.76923,101.68,64.07,42.27,116.08,54.06,44.82,59.36,74.34
2015-12-14,28.12,68.83,143.0,232.76923,102.15,64.27,42.45,116.26,55.14,45.45,60.39,76.03
2015-12-15,27.6225,70.15,146.53,233.23077,104.13,66.1,43.07,116.93,55.2,45.55,59.64,79.43
2015-12-16,27.835,70.71,148.11,238.30769,105.25,67.53,43.84,117.84,56.13,46.51,60.3,79.15
2015-12-17,27.245,69.57,145.56,235.0,103.64,66.28,43.49,117.5,55.7,46.1,58.98,77.96
2015-12-18,26.5075,67.87,139.58,232.92308,101.95,64.4,42.5,116.66,54.13,45.56,58.85,77.28
2015-12-21,26.8325,68.4,140.89999,233.84616,101.58,65.54,42.78,117.69,54.83,45.9,59.55,77.26
2015-12-22,26.8075,68.85,142.38,234.53847,102.71,65.68,43.29,117.72,55.35,46.34,60.54,77.65
2015-12-23,27.1525,69.97,144.06,238.07692,103.49,66.73,43.67,118.8,55.82,46.95,61.09,80.19
2015-12-24,27.0075,70.16,143.53,237.15384,103.72,66.6,43.54,118.57,55.67,46.71,60.83,79.33
2015-12-28,26.705,69.76,144.53999,237.69231,103.22,66.38,43.49,118.75,55.95,46.75,60.75,78.74
2015-12-29,27.185,70.55,147.35001,240.61539,104.03,67.07,43.71,120.07,56.55,47.21,61.61,79.16
2015-12-30,26.83,70.16,146.41,238.84616,103.78,66.59,43.57,119.43,56.31,46.77,61.68,78.11
2015-12-31,26.315,69.55,144.59,239.61539,102.72,66.03,42.96,118.14,55.48,46.22,61.3,77.95
2016-01-04,26.3375,67.59,140.5,236.23077,100.48,63.62,42.4,117.58,54.8,45.87,61.46,77.46
2016-01-05,25.6775,66.55,141.07001,236.46153,100.9,63.73,42.55,119.2,55.05,46.5,62.92,78.12
2016-01-06,25.175,64.42,138.83,232.69231,100.39,62.81,42.32,118.4,54.05,45.52,63.55,77.47
2016-01-07,24.1125,63.84,133.00999,222.84616,99.22,60.27,41.62,115.66,52.17,45.27,65.03,76.23
2016-01-08,24.24,63.63,129.99001,218.84616,98.16,58.92,41.51,115.48,52.33,44.83,63.54,74.69
2016-01-11,24.6325,64.05,130.21001,219.84616,97.57,58.83,41.58,116.69,52.3,45.09,64.22,73.69
2016-01-12,24.99,64.4,131.92,220.30769,98.24,58.96,42.12,117.44,52.78,44.93,63.62,75.2
2016-01-13,24.3475,62.85,128.12,217.23077,97.02,57.34,41.85,115.12,51.64,44.15,61.92,75.65
2016-01-14,24.88,63.29,129.2,223.53847,98.89,58.2,41.88,116.62,53.11,44.87,63.06,79.12
2016-01-15,24.2825,62.91,125.63,219.15384,97.0,57.04,41.5,115.18,50.99,44.43,61.93,77.58
2016-01-19,24.165,62.64,126.06,219.15384,97.5,57.01,41.92,117.5,50.56,44.87,62.56,76.4
2016-01-20,24.1975,63.03,122.14,215.38461,95.75,55.51,41.38,115.78,50.79,44.42,60.84,73.18
2016-01-21,24.075,62.64,123.4,219.92308,95.94,55.25,41.39,117.84,50.48,45.87,61.88,74.1
2016-01-22,25.355,55.06,124.61,217.23077,96.75,56.95,42.06,118.4,52.29,47.04,62.69,76.57
2016-01-25,24.86,55.02,124.01,215.69231,96.4,55.66,42.16,119.2,51.79,47.03,63.45,73.98
2016-01-26,24.9975,55.09,128.00999,217.76923,101.18,57.08,42.08,120.43,52.17,48.25,64.0,76.7
2016-01-27,23.355,54.52,116.58,215.38461,102.16,57.04,42.09,120.87,51.22,49.03,63.95,75.29
2016-01-28,23.5225,52.88,118.01,217.0,102.27,57.28,42.57,122.38,52.06,49.01,64.22,76.99
2016-01-29,24.335,53.5,120.13,223.84616,104.44,59.5,42.92,123.78,55.09,49.97,66.36,77.85
2016-02-01,24.1075,54.7,121.56,220.30769,104.37,58.86,43.0,124.61,54.71,50.76,67.5,76.29
2016-02-02,23.62,53.66,117.52,217.23077,103.41,57.03,42.44,123.95,53.0,49.91,66.86,74.59
2016-02-03,24.0875,54.11,121.87,220.53847,104.14,57.41,42.72,121.47,52.16,50.62,66.27,78.48
2016-02-04,24.15,54.38,123.61,224.46153,103.9,58.4,42.53,120.66,52.0,50.43,66.42,79.83
2016-02-05,23.505,53.98,122.56,219.53847,100.54,57.75,42.44,115.4,50.16,50.97,67.0,80.08
2016-02-08,23.7525,52.4,119.47,216.69231,102.0,56.54,42.65,116.05,49.41,50.74,66.9,81.16
2016-02-09,23.7475,52.63,118.88,217.53847,101.97,56.2,43.3,117.01,49.28,50.15,65.81,80.08
2016-02-10,23.5675,52.29,116.36,217.69231,101.73,55.52,42.55,117.54,49.71,49.98,65.79,79.35
2016-02-11,23.425,51.11,108.44,211.15384,101.7,53.07,42.41,116.73,49.69,49.39,65.32,79.6
2016-02-12,23.4975,52.66,108.63,217.38461,101.82,57.49,43.11,117.93,50.5,50.11,66.18,81.03
2016-02-16,24.16,53.18,112.6,222.0,102.32,58.35,43.36,119.18,51.09,50.24,65.9,81.22
2016-02-17,24.53,53.61,116.34,225.69231,102.5,58.77,43.49,118.64,52.42,50.32,66.11,82.0
2016-02-18,24.065,54.15,117.57,223.69231,104.24,57.81,43.61,117.17,52.19,50.94,64.12,82.45
2016-02-19,24.01,54.71,115.16,223.23077,104.16,57.82,43.77,116.53,51.82,50.86,64.66,82.5
2016-02-22,24.22,55.63,117.39,226.23077,104.75,58.57,43.94,117.67,52.65,51.07,65.63,82.39
2016-02-23,23.6725,55.11,116.9,224.76923,104.08,56.12,43.69,116.9,51.18,50.63,66.48,81.23
2016-02-24,24.025,54.64,115.59,222.76923,104.96,56.14,43.91,117.06,51.36,50.82,67.12,81.52
2016-02-25,24.19,55.39,116.82,224.84616,106.38,57.01,44.16,118.37,52.1,51.11,68.04,82.01
2016-02-26,24.2275,55.38,118.16,226.15384,105.78,57.54,43.14,117.06,51.3,51.02,66.51,81.75
2016-02-29,24.1725,55.58,118.18,224.15384,105.21,56.3,43.13,117.19,50.88,50.73,66.34,80.15
2016-03-01,25.1325,56.8,119.96,229.84616,107.22,59.2,43.69,118.85,52.58,51.46,66.46,81.28
2016-03-02,25.1875,57.12,119.65,232.15384,107.04,59.76,43.77,118.48,52.95,52.12,66.21,82.7
2016-03-03,25.375,58.09,119.61,232.46153,106.65,59.96,43.96,116.69,52.35,51.89,66.14,82.4
2016-03-04,25.7525,58.29,121.07,234.30769,106.5,60.05,44.11,117.18,52.03,51.81,66.78,82.29
2016-03-07,25.4675,59.0,122.9,233.0,106.74,59.94,44.01,117.15,51.03,52.21,67.89,84.46
2016-03-08,25.2575,59.43,122.35,231.23077,106.22,58.78,44.32,118.42,51.65,52.46,68.04,82.63
2016-03-09,25.28,59.05,122.86,231.15384,106.84,59.12,44.81,119.64,52.84,52.34,67.53,82.4
2016-03-10,25.2925,58.75,122.94,230.30769,107.14,58.61,45.23,119.98,52.05,52.32,67.41,82.18
2016-03-11,25.565,59.46,124.63,233.38461,107.71,59.34,45.2,121.55,53.07,52.53,67.17,82.19
2016-03-14,25.63,59.57,126.34,232.84616,107.66,59.12,45.29,122.9,53.17,52.54,67.36,82.41
2016-03-15,26.145,59.23,126.36,232.92308,107.76,59.2,45.24,123.43,53.59,52.67,68.09,82.82
2016-03-16,26.4925,59.7,127.57,232.07692,107.41,58.92,45.05,123.52,54.35,53.21,67.99,82.87
2016-03-17,26.45,60.08,130.7,238.15384,106.74,58.75,45.77,123.16,54.66,53.63,67.45,84.1
2016-03-18,26.48,61.22,133.96001,237.84616,107.5,60.48,45.6,124.08,53.49,53.24,66.95,84.2
2016-03-21,26.4775,61.21,135.86,239.15384,107.28,60.46,45.67,123.81,53.86,53.44,67.97,83.62
2016-03-22,26.68,60.61,135.12,238.92308,107.38,60.24,45.5,123.82,54.07,53.21,67.87,84.12
2016-03-23,26.5325,60.63,132.86,239.0,108.5,59.94,45.46,124.19,53.97,52.91,67.46,83.75
2016-03-24,26.4175,60.47,132.12,239.30769,108.31,59.48,45.58,123.29,54.21,53.56,68.0,83.98
2016-03-28,26.2975,60.28,131.28999,242.23077,108.23,59.4,45.8,123.17,53.54,53.4,68.12,84.22
2016-03-29,26.92,60.6,130.88,242.15384,109.14,59.03,46.48,123.97,54.71,54.05,68.03,84.53
2016-03-30,27.39,60.29,128.58,244.84616,108.98,59.71,46.58,125.83,55.05,54.04,68.8,84.52
2016-03-31,27.2475,61.4,126.94,244.53847,108.2,59.22,46.39,125.68,55.23,54.08,68.49,83.59
2016-04-01,27.4975,61.1,126.96,245.61539,109.19,59.87,46.83,127.02,55.57,54.01,69.06,82.96
2016-04-04,27.78,60.62,126.34,240.23077,108.59,59.2,46.89,127.57,55.43,54.42,69.1,83.16
2016-04-05,27.4525,60.19,127.03,238.30769,108.95,58.36,46.53,127.38,54.56,54.09,68.64,82.21
2016-04-06,27.74,59.88,127.93,237.69231,109.42,58.81,46.71,127.52,55.12,53.52,69.04,83.31
2016-04-07,27.135,58.86,127.0,235.61539,109.27,57.32,46.36,128.14,54.46,52.0,68.22,82.37
2016-04-08,27.165,59.5,127.88,236.84616,109.1,57.74,46.87,127.96,54.42,52.18,68.06,83.21
2016-04-11,27.255,59.8,127.91,236.23077,108.97,58.2,46.44,127.56,54.31,51.61,67.4,83.32
2016-04-12,27.61,60.68,129.47,237.0,109.6,59.28,46.65,127.61,54.65,51.95,68.8,84.35
2016-04-13,28.01,62.16,131.14,238.30769,109.87,61.79,46.04,126.89,55.35,51.29,69.15,84.83
2016-04-14,28.025,62.51,130.85001,238.61539,109.84,62.59,45.83,127.51,55.36,51.36,68.8,85.43
2016-04-15,27.4625,62.14,131.13,238.69231,110.18,61.87,46.1,127.78,55.65,51.35,69.06,84.97
2016-04-18,26.87,62.59,131.97,238.92308,110.93,62.27,46.22,128.85001,56.46,51.73,69.86,85.78
2016-04-19,26.7275,63.57,132.67999,239.61539,112.68,63.32,46.6,128.86,56.39,52.08,69.77,86.21
2016-04-20,26.7825,65.02,130.57001,239.61539,113.58,64.24,44.37,128.55,55.59,51.75,69.21,86.8
2016-04-21,26.4925,65.61,130.74001,238.30769,113.57,63.6,43.66,125.79,55.78,50.03,68.47,86.79
2016-04-22,26.42,65.93,131.05,236.61539,113.32,63.97,44.54,125.5,51.78,50.55,68.72,87.53
2016-04-25,26.27,65.7,130.75,236.0,113.51,63.6,44.71,127.46,52.11,50.76,69.47,87.33
2016-04-26,26.0875,66.2,133.24001,237.69231,112.91,63.93,44.53,127.71,51.44,50.44,69.3,87.63
2016-04-27,24.455,66.23,137.08,237.92308,112.77,64.11,44.68,128.3,50.94,51.69,69.42,88.46
2016-04-28,23.7075,65.84,134.8,237.69231,112.48,63.6,44.63,127.92,49.9,51.02,68.91,88.03
2016-04-29,23.435,65.43,134.8,236.53847,112.08,63.2,44.8,126.49,49.87,50.94,66.87,88.4
2016-05-02,23.41,65.68,134.00999,237.61539,112.75,63.79,44.98,128.2,50.61,51.32,67.59,89.13
2016-05-03,23.795,64.85,132.49001,235.61539,112.69,62.56,44.84,128.39999,49.78,50.68,67.0,88.11
2016-05-04,23.5475,64.26,130.89,231.30769,112.22,61.57,44.98,129.33,49.87,50.84,67.19,87.94
2016-05-05,23.31,63.92,132.08,229.92308,112.88,61.24,45.06,129.28,49.94,50.84,67.21,88.04
2016-05-06,23.18,64.51,133.25999,231.69231,112.74,61.6,45.32,130.58,50.39,51.12,68.25,88.51
2016-05-09,23.1975,63.98,132.10001,229.76923,113.72,61.21,45.24,130.83,50.07,51.08,68.95,88.57
2016-05-10,23.355,64.84,134.72,234.46153,114.67,62.04,45.75,131.60001,51.02,51.54,68.79,89.99
2016-05-11,23.1275,64.59,133.0,233.38461,114.37,61.81,45.46,129.14,51.05,51.15,66.41,88.81
2016-05-12,22.585,64.34,134.42,231.46153,114.23,61.77,45.83,130.12,51.51,51.47,66.85,89.67
2016-05-13,22.63,64.12,132.12,228.0,113.56,61.2,45.35,128.83,51.08,50.94,64.94,88.66
2016-05-16,23.47,64.07,134.14,230.46153,114.44,61.66,45.62,129.64,51.83,51.23,66.02,89.57
2016-05-17,23.3725,62.76,132.56,228.53847,113.83,61.66,44.75,127.69,50.51,50.9,65.1,89.53
2016-05-18,23.64,63.52,130.99001,227.76923,113.59,64.04,44.48,126.21,50.81,50.39,63.15,89.35
2016-05-19,23.55,62.74,128.08,225.84616,112.85,63.39,44.32,125.29,50.32,49.63,69.2,90.11
2016-05-20,23.805,63.92,127.39,227.38461,112.64,63.51,43.95,122.56,50.62,49.66,69.86,89.74
2016-05-23,24.1075,63.59,127.58,226.84616,112.16,63.46,43.97,122.81,50.03,49.14,69.5,89.6
2016-05-24,24.475,64.87,127.5,229.61539,112.69,64.54,44.37,123.95,51.59,49.58,70.24,89.67
2016-05-25,24.905,65.31,128.86,231.46153,113.35,65.52,44.38,123.26,52.12,49.85,70.48,90.26
2016-05-26,25.1025,65.23,129.31,230.92308,112.9,65.03,44.69,123.79,51.89,50.16,70.85,89.8
2016-05-27,25.0875,65.52,129.22,231.69231,113.06,65.43,44.78,123.25,52.32,50.62,70.75,90.01
2016-05-31,24.965,65.76,126.15,232.53847,112.69,65.27,44.6,122.06,53.0,50.9,70.78,89.02
2016-06-01,24.615,65.91,126.41,231.61539,112.78,65.69,44.7,121.97,52.85,50.43,70.5,89.24
2016-06-02,24.43,66.41,126.85,231.15384,114.49,65.81,44.72,121.17,52.48,50.77,70.95,88.53
2016-06-03,24.48,65.49,127.38,230.30769,114.76,64.64,45.04,121.35,51.79,50.92,70.87,88.37
2016-06-06,24.6575,65.94,131.89999,231.69231,115.77,65.28,45.37,122.0,52.13,50.71,71.05,89.34
2016-06-07,24.7575,65.89,131.92999,231.84616,115.73,65.06,45.32,121.9,52.1,51.75,71.03,90.71
2016-06-08,24.735,66.26,133.0,233.15384,115.8,65.25,45.55,122.11,52.04,51.52,71.28,90.79
2016-06-09,24.9125,65.71,133.10001,232.61539,117.0,64.75,45.76,122.79,51.62,51.95,71.09,90.67
2016-06-10,24.7075,64.97,131.14,231.07692,117.01,63.84,45.99,122.36,51.48,52.67,71.14,89.98
2016-06-13,24.335,63.67,129.92,229.46153,116.79,63.27,45.12,122.99,50.14,52.57,70.53,90.59
2016-06-14,24.365,61.07,130.5,234.15384,117.12,62.08,45.04,122.51,49.83,52.99,70.95,90.43
2016-06-15,24.285,61.42,130.16,235.30769,116.41,61.97,45.01,122.25,49.69,52.84,71.12,90.16
2016-06-16,24.3875,61.93,129.37,235.69231,116.64,62.22,45.31,122.47,50.39,53.46,71.3,91.22
2016-06-17,23.8325,61.86,129.82001,235.38461,115.48,62.28,44.79,122.27,50.13,53.78,70.95,90.72
2016-06-20,23.775,62.3,132.75,237.15384,116.54,62.37,44.98,123.42,50.07,53.76,71.1,91.12
2016-06-21,23.9775,62.29,131.52,238.0,116.18,62.95,45.13,122.63,51.19,54.1,71.46,91.53
2016-06-22,23.8875,61.95,131.77,236.76923,116.46,62.71,44.86,120.62,50.99,54.03,71.75,91.17
2016-06-23,24.025,63.25,133.55,239.92308,117.38,64.05,45.08,121.21,51.91,54.67,72.1,91.8
2016-06-24,23.35,60.06,126.52,229.38461,115.63,59.6,43.93,119.44,49.83,54.43,71.96,89.39
2016-06-27,23.01,57.67,122.7,225.53847,116.55,57.61,43.78,116.3,48.43,54.74,71.5,88.86
2016-06-28,23.3975,57.9,123.89,230.30769,118.23,59.52,44.18,118.5,49.44,54.82,71.51,90.91
2016-06-29,23.6,59.63,126.99,235.0,119.33,61.2,44.44,119.49,50.54,55.06,72.46,92.46
2016-06-30,23.9,60.76,129.87,242.15384,121.3,62.14,45.33,120.34,51.17,55.84,73.02,93.74
2016-07-01,23.9725,60.69,129.69,242.23077,121.29,61.26,45.12,120.4,51.16,56.23,72.81,93.84
2016-07-05,23.7475,59.15,126.97,241.92308,122.27,59.55,45.43,120.76,51.17,56.53,73.14,93.02
2016-07-06,23.8825,59.48,126.96,244.15384,122.64,60.19,45.27,120.63,51.38,56.26,73.82,94.09
2016-07-07,23.985,59.81,127.17,244.76923,122.51,60.58,45.09,120.92,51.38,55.38,73.53,92.96
2016-07-08,24.17,61.49,130.09,247.69231,122.85,61.83,45.38,121.31,52.3,55.9,73.84,93.54
2016-07-11,24.245,62.16,132.03999,247.76923,122.93,62.27,45.57,122.0,52.59,55.93,74.06,93.89
2016-07-12,24.355,63.0,130.81,248.15384,122.92,63.2,45.58,122.25,53.21,55.47,73.27,94.95
2016-07-13,24.2175,63.1,130.11,248.92308,123.0,63.16,45.74,122.82,53.51,56.0,73.62,94.88
2016-07-14,24.6975,63.61,131.55,251.0,123.18,64.12,45.69,123.93,53.74,55.84,73.7,94.95
2016-07-15,24.695,63.78,132.39,252.92308,123.0,64.18,45.63,123.61,53.7,55.84,73.67,95.12
2016-07-18,24.9575,63.99,133.42999,253.15384,123.14,63.96,45.63,123.8,53.96,55.93,73.84,94.82
2016-07-19,24.9675,64.16,134.66,253.30769,125.25,63.86,45.63,126.5,53.09,55.7,73.66,94.47
2016-07-20,24.99,64.48,134.72,252.15384,125.14,63.93,45.51,126.06,55.91,55.62,73.79,93.93
2016-07-21,24.8575,63.43,133.53,250.69231,125.15,63.69,45.45,127.18,55.8,55.37,73.52,93.85
2016-07-22,24.665,64.28,133.47,246.61539,125.03,64.04,45.83,128.25999,56.57,56.1,73.55,94.01
2016-07-25,24.335,64.33,132.94,243.38461,124.89,63.87,45.57,127.4,56.73,55.87,73.75,92.2
2016-07-26,24.1675,64.37,134.85001,242.07692,125.15,64.13,44.88,121.71,56.76,54.81,73.73,91.53
2016-07-27,25.7375,64.59,135.96001,240.61539,124.77,64.33,43.4,119.48,56.19,55.32,73.32,90.91
2016-07-28,26.085,64.79,133.00999,240.38461,124.46,64.1,43.65,119.42,56.21,54.86,73.24,90.2
2016-07-29,26.0525,64.46,133.66,239.53847,125.23,63.97,43.63,117.65,56.68,55.41,72.97,88.95
2016-08-01,26.5125,64.13,133.21001,239.61539,125.4,63.8,43.45,118.01,56.58,54.5,73.78,85.86
2016-08-02,26.12,63.47,131.60001,238.84616,124.85,63.65,43.53,117.7,56.58,54.0,73.13,87.04
2016-08-03,26.4475,63.83,131.87,239.46153,123.9,64.66,43.64,117.52,56.97,53.9,72.94,87.49
2016-08-04,26.4675,63.94,131.21001,239.76923,123.86,64.56,43.51,118.3,57.39,53.93,73.3,87.48
2016-08-05,26.87,65.52,131.73,240.61539,124.24,66.3,43.48,119.21,57.96,53.64,73.76,87.56
2016-08-08,27.0925,65.83,132.19,240.53847,123.65,66.1,43.44,118.29,58.06,53.59,73.34,88.59
2016-08-09,27.2025,65.39,132.62,240.76923,123.43,65.87,43.47,118.31,58.2,53.66,73.54,88.7
2016-08-10,27.0,64.74,132.28,240.53847,123.36,65.28,43.61,118.8,58.02,53.81,73.95,86.41
