datetime,AAPL,AXP,BA,GE,JNJ,JPM,KO,MCD,MSFT,VZ,WMT,XOM
2008-01-02,6.95857,51.04,86.62,282.76923,65.91,42.17,30.545,58.1,35.22,40.33855,46.9,93.51
2008-01-03,6.96179,50.41,86.98,283.07693,65.93,41.88,30.865,57.93,35.37,40.52526,46.38,93.83
2008-01-04,6.43036,49.14,85.82,277.23077,65.84,40.93,30.925,57.05,34.38,39.76908,45.72,92.08
2008-01-07,6.34429,49.36,82.87,278.30768,66.86,41.34,31.655,58.03,34.61,40.46924,46.56,91.22
2008-01-08,6.11607,47.95,79.91,272.30768,66.94,39.7,31.785,57.08,33.45,39.19962,45.97,90.05
2008-01-09,6.40714,49.08,80.3,275.38461,67.8,40.26,32.635,57.47,34.44,39.64772,46.9,91.56
2008-01-10,6.35786,48.92,82.36,276.30768,67.91,41.33,32.78,58.17,34.33,40.5626,48.4,91.66
2008-01-11,6.1675,44.0,80.52,270.53845,67.88,40.86,31.885,54.32,33.91,39.67573,47.72,90.3
2008-01-14,6.385,44.5,81.67,272.76923,67.95,41.36,32.15,54.96,34.39,40.13317,47.67,90.83
2008-01-15,6.03714,42.77,77.86,265.61539,67.76,39.17,31.805,53.76,34.0,39.36766,46.99,89.02
2008-01-16,5.70143,44.24,79.87,265.84616,68.31,41.43,31.325,52.41,33.23,39.50769,47.49,86.53
2008-01-17,5.74607,42.67,79.52,255.46153,67.83,40.04,31.02,51.98,33.11,38.19139,47.48,83.91
2008-01-18,5.76286,43.61,78.4,263.92307,66.29,39.59,30.37,52.4,33.01,36.49234,47.58,85.08
2008-01-22,5.55857,43.34,77.6,261.92307,65.27,40.86,29.395,52.45,31.96,35.31607,49.2,82.45
2008-01-23,4.96679,46.21,76.57,266.07693,64.2,45.72,29.435,53.01,31.93,35.54012,50.16,83.45
2008-01-24,4.84286,47.11,77.62,266.53845,63.51,44.96,29.94,54.0,33.25,35.68949,48.91,86.0
2008-01-25,4.64321,45.44,77.03,261.53845,62.46,43.64,29.205,54.1,32.94,35.25072,48.09,83.94
2008-01-28,4.64321,47.4,77.6,267.07693,63.07,45.57,29.705,51.07,32.72,35.57746,48.71,85.13
2008-01-29,4.69786,47.8,80.96,267.38461,62.97,47.45,29.275,50.75,32.6,36.13759,49.01,85.08
2008-01-30,4.72071,47.34,82.87,268.76923,62.18,47.35,28.885,51.01,32.2,35.69882,49.16,85.28
2008-01-31,4.83429,49.13,83.18,272.0,63.14,47.4,29.5,53.58,32.6,36.24961,50.74,85.7
2008-02-01,4.77679,49.6,82.76,278.15384,63.36,48.25,29.63,54.22,30.45,36.17493,51.18,85.95
2008-02-04,4.70179,47.66,82.9,272.07693,63.47,46.22,29.315,53.88,30.19,36.04423,50.07,85.44
2008-02-05,4.62,45.7,81.69,263.15384,62.87,43.89,28.7,53.84,29.07,34.38252,49.56,82.11
2008-02-06,4.35714,45.87,79.91,263.07693,63.05,43.72,28.855,53.73,28.52,34.26116,48.83,81.44
2008-02-07,4.33,46.45,79.75,263.30768,62.81,45.11,29.225,54.46,28.12,34.49454,49.84,81.89
2008-02-08,4.48143,44.98,79.33,260.30768,62.03,43.82,29.625,55.64,28.56,33.99977,48.76,81.71
2008-02-11,4.62321,44.63,81.13,261.61539,61.88,43.35,29.75,55.98,28.21,34.34518,49.6,83.22
2008-02-12,4.45929,45.08,83.56,264.38461,62.97,43.31,29.96,56.37,28.34,35.06401,50.25,84.38
2008-02-13,4.62143,46.85,85.48,269.07693,63.41,44.1,29.695,56.64,28.96,36.09091,50.66,85.49
2008-02-14,4.55214,45.69,85.22,264.53845,62.79,42.61,29.275,55.58,28.5,35.49344,49.97,85.55
2008-02-15,4.45107,45.11,85.18,264.38461,62.9,43.25,29.38,55.3,28.42,35.31607,49.44,85.37
2008-02-19,4.36357,44.55,85.37,263.69232,63.66,42.83,29.05,55.67,28.17,32.99154,49.66,87.01
2008-02-20,4.42214,45.3,84.0,264.30768,63.23,43.15,29.115,56.2,28.22,32.89818,49.7,88.1
2008-02-21,4.34071,44.68,82.01,259.15384,62.98,43.07,28.995,55.23,28.1,33.01021,49.79,86.92
2008-02-22,4.26643,45.06,83.04,258.07693,63.18,43.93,29.13,55.69,27.68,33.79439,49.97,87.17
2008-02-25,4.27643,45.21,84.66,263.15384,63.85,44.03,29.385,56.05,27.84,34.09312,50.33,89.13
2008-02-26,4.25536,45.81,84.57,261.07693,63.72,43.72,29.76,56.45,28.38,34.36385,51.4,89.89
2008-02-27,4.39143,46.07,83.95,261.69232,63.04,44.41,30.025,55.33,28.26,33.97176,51.43,89.39
2008-02-28,4.63964,44.42,84.8,260.38461,62.71,42.44,29.73,54.62,27.93,34.70926,50.7,89.38
2008-02-29,4.465,42.3,82.79,254.92308,61.96,40.65,29.23,54.11,27.2,33.90641,49.59,87.01
2008-03-03,4.3475,42.08,80.67,256.92307,62.23,39.82,29.51,53.16,26.99,33.87841,49.89,87.75
2008-03-04,4.45071,42.65,79.62,257.84616,62.64,39.19,29.685,53.63,27.59,33.31828,49.87,86.69
2008-03-05,4.44607,42.23,80.71,259.0,63.13,38.74,29.84,53.94,28.12,33.561,49.55,87.19
2008-03-06,4.31893,41.29,79.51,252.76923,62.63,37.37,29.55,53.04,27.57,32.93552,49.98,84.51
2008-03-07,4.36607,41.53,76.6,247.92308,61.51,37.56,29.425,52.27,27.87,32.74881,49.9,82.49
2008-03-10,4.27464,40.04,74.38,243.84616,61.33,36.48,29.33,53.8,28.05,32.08599,48.85,82.46
2008-03-11,4.54821,43.83,73.4,256.92307,62.44,38.84,29.735,54.25,29.28,32.87017,50.25,86.68
2008-03-12,4.50107,42.74,72.45,261.23077,62.55,38.61,29.595,53.7,28.63,32.28204,50.29,85.97
2008-03-13,4.56929,42.7,74.18,263.46155,62.81,38.11,29.465,54.89,28.62,32.36606,50.6,87.05
2008-03-14,4.52179,41.01,76.23,260.15384,62.65,36.54,28.765,54.78,27.96,31.57254,49.82,85.91
2008-03-17,4.52607,41.71,75.49,264.07693,64.04,40.31,28.845,54.28,28.3,32.31005,49.95,85.79
2008-03-18,4.74357,43.71,76.53,278.0,65.31,42.71,29.705,54.85,29.42,32.94486,50.98,88.47
2008-03-19,4.63107,42.0,73.45,273.76923,64.88,42.47,29.98,53.66,28.62,32.79549,50.78,84.43
2008-03-20,4.75964,45.98,74.8,288.38461,65.38,45.97,30.52,54.42,29.18,33.7197,53.23,85.0
2008-03-24,4.98321,47.41,76.29,287.69232,64.89,46.55,30.59,55.77,29.17,34.51322,53.63,85.95
2008-03-25,5.035,47.51,75.9,286.69232,64.55,46.06,30.705,56.2,29.14,34.44787,53.05,85.2
2008-03-26,5.18071,45.36,76.3,285.61539,64.7,44.11,30.575,55.6,28.56,33.73837,52.9,86.26
2008-03-27,5.00893,44.83,74.22,283.30768,64.62,42.86,30.655,55.45,28.05,33.57034,52.37,86.2
2008-03-28,5.1075,43.15,73.47,281.61539,64.18,42.71,30.47,55.48,27.91,33.46764,52.12,85.22
2008-03-31,5.125,43.72,74.37,284.69232,64.87,42.95,30.435,55.77,28.38,34.02777,52.68,84.58
2008-04-01,5.34036,47.09,75.88,295.61539,65.87,47.0,30.72,56.91,29.5,35.44283,54.08,87.02
2008-04-02,5.2675,46.65,76.85,292.46155,65.31,46.24,30.23,56.66,29.16,35.60226,54.46,88.52
2008-04-03,5.41464,46.68,76.14,291.07693,65.27,46.28,30.28,56.24,29.0,35.70543,54.93,88.23
2008-04-04,5.46714,46.11,75.65,288.92307,65.73,45.57,30.125,55.72,29.16,35.02077,54.4,88.74
2008-04-07,5.5675,46.55,74.98,286.61539,66.14,45.54,30.185,55.65,29.16,35.07705,54.23,88.92
2008-04-08,5.45857,46.47,75.02,284.23077,66.32,44.86,30.255,55.87,28.75,34.46742,54.45,89.61
2008-04-09,5.40857,45.08,78.6,280.30768,66.29,44.3,30.39,55.74,28.89,33.78276,54.14,89.7
2008-04-10,5.51964,45.06,78.43,282.69232,66.33,43.86,30.665,55.85,29.11,33.60456,54.66,89.55
2008-04-11,5.255,43.39,76.86,246.53847,66.0,42.53,30.145,55.4,28.28,33.37947,54.8,88.62
2008-04-14,5.27786,42.72,77.22,244.23077,65.74,41.5,30.5,55.54,28.06,33.145,55.15,89.7
2008-04-15,5.29929,43.15,75.7,246.0,65.65,42.12,30.47,55.96,28.25,32.92928,56.27,90.8
2008-04-16,5.48929,43.75,76.67,247.92308,65.7,44.96,30.575,57.18,28.95,33.62332,57.07,92.89
2008-04-17,5.5175,44.7,76.91,246.30769,65.76,45.12,30.34,57.33,29.22,33.62332,56.67,93.38
2008-04-18,5.75143,45.53,78.66,251.46153,66.51,45.76,30.055,58.3,30.0,33.79214,56.31,94.0
2008-04-21,6.00571,45.7,79.09,249.69231,66.32,45.23,30.175,58.67,30.42,33.72649,56.38,94.26
2008-04-22,5.72143,43.97,78.56,248.69231,66.99,45.65,29.945,58.35,30.25,33.51077,56.55,94.39
2008-04-23,5.8175,44.38,82.09,248.92308,67.26,45.15,30.16,58.69,31.45,34.07351,56.92,94.22
2008-04-24,6.03357,45.18,83.0,252.38461,67.37,46.97,30.125,59.58,31.8,34.10164,57.45,92.6
2008-04-25,6.06179,47.77,84.84,256.38461,67.31,47.79,29.665,59.67,29.83,34.73941,57.65,92.46
2008-04-28,6.15143,47.89,84.98,255.15384,67.32,47.34,29.49,59.59,28.99,35.59289,57.35,92.45
2008-04-29,6.25179,48.01,85.53,252.46153,67.19,47.08,29.36,60.2,28.64,35.83674,58.61,91.79
2008-04-30,6.2125,48.02,84.86,251.53847,67.09,47.65,29.435,59.58,28.52,36.08997,57.98,93.07
2008-05-01,6.42857,51.33,85.41,254.76923,67.81,49.25,29.545,60.92,29.4,36.8778,58.07,89.7
2008-05-02,6.46214,50.4,85.69,256.46155,68.26,48.66,29.385,60.95,29.24,37.13103,57.5,89.61
2008-05-05,6.5975,50.42,85.92,255.23077,67.9,48.0,29.19,60.87,29.08,36.48388,56.97,89.51
2008-05-06,6.66643,50.96,86.15,253.84616,67.58,48.2,29.135,60.49,29.7,36.4745,56.35,90.07
2008-05-07,6.52107,48.7,84.55,250.53847,66.91,46.57,28.515,59.38,29.21,35.90239,56.83,88.82
2008-05-08,6.60929,48.85,84.76,250.69231,66.9,46.05,28.145,59.77,29.27,35.87425,57.16,89.93
2008-05-09,6.55179,48.96,84.06,248.23077,66.55,46.57,28.075,59.24,29.39,35.55537,57.18,88.82
2008-05-12,6.72,49.95,84.8,249.23077,66.71,47.24,28.2,60.87,29.99,35.69606,58.02,89.19
2008-05-13,6.78429,49.01,85.08,248.69231,66.41,45.48,28.25,61.17,29.78,35.74295,56.65,89.68
2008-05-14,6.65214,49.5,85.69,250.07692,66.81,45.91,28.27,60.44,29.93,36.53078,57.45,89.91
2008-05-15,6.77607,49.86,85.55,249.0,66.68,47.02,28.505,60.86,30.45,36.48388,57.12,91.3
2008-05-16,6.70071,48.68,85.17,247.15384,66.68,46.53,28.535,60.53,29.99,36.36196,57.04,92.67
2008-05-19,6.55714,48.56,87.07,249.23077,66.63,45.99,28.76,60.45,29.46,36.67146,56.4,94.36
2008-05-20,6.63929,47.31,85.14,244.0,66.15,43.7,28.545,59.68,28.76,35.48034,55.95,94.56
2008-05-21,6.36393,45.48,81.19,238.38461,65.73,42.42,28.325,58.78,28.25,34.90823,55.23,93.67
2008-05-22,6.32321,46.36,81.41,238.53847,65.41,43.05,29.135,58.53,28.47,35.1427,56.05,92.51
2008-05-23,6.47036,45.45,81.48,234.07692,64.92,42.32,29.315,57.73,28.05,34.77692,55.75,90.7
2008-05-27,6.65821,45.9,82.87,233.84616,65.15,43.01,29.295,58.11,28.44,35.05829,56.4,89.8
2008-05-28,6.67893,46.15,82.13,235.0,64.88,42.86,28.72,58.69,28.18,35.42407,57.09,90.43
2008-05-29,6.6675,46.75,82.11,235.69231,66.42,43.57,28.935,59.48,28.31,35.9868,57.94,89.35
2008-05-30,6.74107,46.35,82.77,236.30769,66.74,43.0,28.63,59.32,28.32,36.08059,57.74,88.76
2008-06-02,6.64643,45.25,81.15,233.92308,66.51,42.15,28.5,58.55,27.8,35.50848,57.2,87.81
2008-06-03,6.62036,44.31,78.12,234.30769,66.76,41.89,28.2,57.56,27.31,35.03953,57.77,85.71
2008-06-04,6.61393,45.64,78.02,234.23077,66.55,41.63,28.35,57.98,27.54,34.68314,57.68,85.75
2008-06-05,6.76536,47.43,77.31,238.92308,66.96,42.1,28.595,58.05,28.3,36.54015,59.8,89.31
2008-06-06,6.63,44.65,73.16,230.92308,65.76,40.09,27.9,56.95,27.49,35.8555,58.37,86.79
2008-06-09,6.48607,44.11,73.95,231.23077,65.63,37.51,27.93,59.31,27.71,35.58351,59.57,89.07
2008-06-10,6.63,44.35,73.67,233.30769,65.62,38.29,29.005,59.77,27.89,35.18959,59.78,87.89
2008-06-11,6.4575,42.59,73.31,229.46153,65.2,37.13,28.57,58.75,27.12,34.39239,58.52,88.61
2008-06-12,6.18786,43.42,74.12,223.46153,65.69,38.01,28.57,59.34,28.24,34.35487,59.11,87.06
2008-06-13,6.15607,44.66,75.12,224.23077,66.27,39.58,27.71,59.95,29.07,35.01139,59.18,88.36
2008-06-16,6.31571,44.68,75.02,222.84616,65.84,39.94,27.09,59.94,28.93,33.9891,59.31,87.99
2008-06-17,6.47964,42.76,74.38,222.0,65.59,39.04,26.98,59.21,28.8,33.66084,58.69,88.62
2008-06-18,6.38393,42.42,74.65,217.0,64.44,38.74,26.58,58.21,28.46,33.74525,57.67,87.83
2008-06-19,6.46071,42.63,76.95,214.69231,64.62,38.65,26.68,58.59,28.93,34.23295,57.69,85.79
2008-06-20,6.25964,41.18,75.83,210.61539,64.06,37.86,26.83,57.4,28.23,33.18251,56.26,84.91
2008-06-23,6.18429,40.88,75.59,210.76923,64.29,36.87,26.63,57.01,27.97,33.67959,56.64,87.7
2008-06-24,6.1875,42.1,74.79,212.23077,64.72,37.72,26.685,57.02,27.73,33.21065,57.32,86.92
2008-06-25,6.33536,40.94,69.64,215.30769,65.28,37.91,27.05,58.05,28.35,33.37947,58.12,87.6
2008-06-26,6.00929,38.89,68.21,204.07692,64.26,36.32,26.61,56.45,27.75,32.17897,56.83,86.41
2008-06-27,6.07464,38.04,66.92,202.0,63.57,35.05,25.92,56.5,27.63,32.15083,56.3,86.55
2008-06-30,5.98,37.67,65.72,205.30769,64.34,34.31,25.99,56.22,27.51,33.20127,56.2,88.13
2008-07-01,6.23857,40.02,65.45,208.61539,64.69,34.02,25.5,57.29,26.87,33.3232,57.03,88.35
2008-07-02,6.00643,39.62,63.9,203.92308,64.64,34.6,25.685,57.43,25.88,33.41698,56.5,87.41
2008-07-03,6.07571,40.24,64.47,207.0,65.12,35.31,25.74,57.19,25.98,33.52953,56.6,88.27
2008-07-07,6.25571,39.59,64.29,208.46153,65.25,34.04,25.645,57.36,26.03,33.22941,56.91,86.95
2008-07-08,6.4125,41.55,65.92,215.84616,66.21,35.77,25.735,58.52,25.85,33.16375,59.11,85.94
2008-07-09,6.22321,39.01,65.59,209.15384,66.18,34.28,25.445,59.25,25.23,32.50723,57.67,84.31
2008-07-10,6.30821,39.04,65.99,212.61539,66.94,34.51,25.02,58.44,25.45,32.73233,57.21,86.06
2008-07-11,6.16357,39.21,63.28,212.76923,66.26,33.16,25.135,57.32,25.25,32.75108,56.29,85.48
2008-07-14,6.21,37.51,63.19,209.07692,66.41,31.69,25.48,58.09,25.15,32.71357,56.31,85.42
2008-07-15,6.05857,37.02,63.88,205.0,67.7,31.02,25.895,58.56,26.15,32.86363,56.24,82.19
2008-07-16,6.17179,39.67,65.58,212.92308,68.19,35.94,26.17,60.16,27.26,33.18251,56.96,80.81
2008-07-17,6.13607,41.79,66.92,215.38461,67.83,40.8,25.17,60.37,27.52,33.22941,57.68,80.33
2008-07-18,5.89821,42.19,68.14,215.38461,67.82,40.02,25.015,60.44,25.86,33.24817,57.92,81.54
2008-07-21,5.93893,40.9,68.24,213.0,67.11,38.65,24.8,59.75,25.64,32.9668,57.31,82.98
2008-07-22,5.78643,37.99,69.26,219.23077,67.99,40.86,25.675,60.12,25.8,32.52599,59.06,82.86
2008-07-23,5.93786,39.34,66.72,225.61539,68.27,41.96,26.25,59.66,26.43,33.61394,58.09,80.99
2008-07-24,5.67964,36.41,62.53,220.84616,68.66,39.14,25.93,58.37,25.44,32.91053,56.97,80.8
2008-07-25,5.79,36.62,63.83,220.84616,69.03,39.52,26.03,58.65,26.16,32.31028,56.83,81.7
2008-07-28,5.51429,35.37,62.34,213.0,68.48,37.66,25.575,57.79,25.5,31.51307,56.02,80.68
2008-07-29,5.61,37.52,63.21,218.46153,68.48,40.75,25.785,59.7,26.11,32.01015,57.45,80.9
2008-07-30,5.71,37.54,63.82,222.84616,68.08,41.57,25.655,60.45,26.23,32.20711,58.56,84.38
2008-07-31,5.67679,37.12,61.11,217.61539,68.47,40.63,25.75,59.79,25.72,31.92574,58.62,80.43
2008-08-01,5.595,37.19,62.01,217.0,68.1,40.76,26.57,59.77,25.44,31.88823,57.75,79.72
2008-08-04,5.4725,36.85,61.36,216.69231,68.98,40.14,26.95,60.55,25.28,31.72878,58.43,76.6
2008-08-05,5.73714,38.72,65.2,225.0,70.45,41.89,27.455,62.33,26.21,32.40406,60.34,78.35
2008-08-06,5.86393,37.99,65.4,223.07692,71.07,41.39,27.68,62.14,27.02,32.11332,60.76,78.33
2008-08-07,5.84179,36.4,64.69,219.76923,70.65,39.81,27.005,61.86,27.39,31.60686,56.96,77.44
2008-08-08,6.05536,37.81,67.86,228.0,71.55,41.07,27.705,65.67,28.13,32.44158,57.86,78.72
2008-08-11,6.19857,39.17,66.62,230.38461,71.66,41.89,27.675,65.95,27.9,33.10748,58.56,78.16
2008-08-12,6.31179,38.05,65.93,228.76923,71.7,37.92,27.395,63.94,28.12,32.6573,59.25,76.88
2008-08-13,6.40357,36.89,64.26,225.46153,71.2,36.91,27.605,62.78,27.91,32.21649,57.88,78.17
2008-08-14,6.40429,38.2,64.77,227.07692,71.19,37.81,27.51,63.6,27.91,32.53537,58.1,77.45
2008-08-15,6.27643,39.07,64.45,229.23077,71.33,38.07,27.53,63.63,27.81,32.7886,59.37,77.07
2008-08-18,6.26393,37.99,63.64,225.76923,71.09,36.74,27.165,63.29,27.69,32.58226,58.83,76.53
2008-08-19,6.1975,36.73,62.95,220.84616,71.15,35.58,27.165,62.46,27.32,32.07581,58.2,77.95
2008-08-20,6.28,37.43,63.21,220.38461,71.08,37.0,27.175,62.43,27.29,32.31028,58.36,78.81
2008-08-21,6.22464,37.01,63.55,221.15384,71.28,36.26,26.755,62.31,27.18,32.42282,58.5,80.35
2008-08-22,6.31393,38.79,65.55,224.0,71.42,37.67,27.185,63.42,27.84,33.0981,59.44,80.3
2008-08-25,6.1625,37.81,64.07,217.84616,70.8,36.13,26.785,62.08,27.66,32.31966,58.55,78.71
2008-08-26,6.20143,38.05,63.46,217.46153,70.71,36.61,26.76,62.13,27.27,32.11332,59.0,79.95
2008-08-27,6.23821,38.82,64.52,217.07692,71.21,37.14,26.895,62.08,27.56,32.55413,59.29,80.47
2008-08-28,6.205,40.39,66.34,221.76923,71.41,38.88,26.56,62.89,27.94,33.26692,59.88,81.18
2008-08-29,6.05464,39.68,65.56,216.15384,70.43,38.49,26.035,62.0,27.29,32.93866,59.07,80.01
2008-09-02,5.93536,40.63,65.87,219.46153,71.73,38.99,25.98,62.91,27.1,33.60456,59.65,77.32
2008-09-03,5.96286,40.91,66.07,219.76923,71.51,39.71,25.83,61.72,26.9,33.48264,59.79,78.02
2008-09-04,5.75786,38.75,63.03,213.07692,70.45,37.91,25.855,60.02,26.35,32.08518,59.78,76.14
2008-09-05,5.72071,39.4,62.89,214.46153,70.67,39.6,25.965,60.3,25.65,31.96326,60.74,75.62
2008-09-08,5.64,40.52,63.91,223.76923,72.22,41.55,26.69,62.42,26.12,32.93866,62.0,76.77
2008-09-09,5.41714,38.24,64.02,216.30769,71.34,39.47,26.94,63.19,26.1,33.04183,61.13,73.26
2008-09-10,5.41464,38.16,61.71,216.07692,71.23,39.4,26.905,63.2,26.44,32.56351,62.02,75.25
2008-09-11,5.45179,38.76,62.57,216.61539,71.16,41.65,27.075,64.56,27.34,32.57288,63.17,75.56
2008-09-12,5.31929,38.95,63.3,205.76923,70.59,41.17,27.25,64.06,27.62,32.34779,62.41,77.5
2008-09-15,5.01286,35.48,62.25,189.23077,69.61,37.0,27.375,63.72,26.82,31.17543,61.63,73.25
2008-09-16,4.99571,36.07,61.72,192.76923,69.8,40.74,27.425,64.29,25.99,30.80028,62.14,76.43
2008-09-17,4.56536,33.04,57.0,179.92308,69.51,35.77,26.33,62.52,24.57,29.31841,59.64,75.28
2008-09-18,4.78893,37.72,58.11,190.69231,70.93,40.3,26.695,63.96,25.26,30.5658,61.48,77.75
2008-09-19,5.0325,40.4,59.76,204.76923,69.99,47.05,26.36,63.98,25.16,31.2317,59.7,79.61
2008-09-22,4.68036,37.29,58.81,201.15384,68.41,40.8,25.69,62.57,25.4,30.04058,58.89,78.88
2008-09-23,4.53,38.28,57.31,191.92308,68.15,40.56,25.34,61.78,25.44,29.12145,58.4,77.69
2008-09-24,4.59679,37.5,57.36,189.15384,68.19,40.5,25.095,61.43,25.72,29.33717,58.92,78.03
2008-09-25,4.71179,37.83,57.42,197.53847,69.36,43.46,25.73,62.27,26.61,30.05934,60.12,80.67
2008-09-26,4.58,39.5,58.32,194.23077,69.4,48.24,26.24,63.2,27.4,30.18127,60.71,80.65
2008-09-29,3.75929,32.55,55.47,177.69231,66.9,41.0,25.515,60.16,25.01,28.71816,58.45,74.06
2008-09-30,4.05929,35.43,57.35,196.15384,69.28,46.7,26.44,61.7,26.69,30.09686,59.89,77.66
2008-10-01,3.89714,35.34,56.62,188.46153,67.79,49.63,27.08,63.66,26.48,29.45909,59.66,78.58
2008-10-02,3.575,32.14,53.58,170.38461,67.79,49.85,26.8,61.88,26.25,29.32779,58.85,77.5
2008-10-03,3.46679,30.87,53.83,165.92308,66.16,45.9,26.285,60.23,26.32,29.29965,59.73,77.94
2008-10-06,3.505,30.07,51.29,164.46153,64.5,44.0,25.46,57.15,24.91,28.09915,57.9,77.32
2008-10-07,3.18429,28.25,49.28,156.15384,62.49,39.32,24.65,54.97,23.23,27.09561,54.84,76.07
2008-10-08,3.20679,27.12,47.7,158.84616,62.36,39.3,23.705,53.41,23.01,26.00766,54.55,77.0
2008-10-09,3.16929,24.0,44.41,146.23077,57.58,36.68,21.65,52.08,22.3,24.31946,51.39,68.0
2008-10-10,3.45714,23.15,41.8,165.38461,55.85,41.64,20.75,53.35,21.5,25.10729,50.95,62.36
2008-10-13,3.93786,27.3,47.08,161.53847,62.68,41.99,23.63,57.25,25.5,27.13313,54.5,73.08
2008-10-14,3.71714,28.19,45.07,160.38461,64.0,40.71,21.865,56.02,24.1,27.15189,54.44,72.46
2008-10-15,3.49821,24.41,42.33,148.07692,60.54,38.49,22.105,51.55,22.66,24.98536,50.05,62.35
2008-10-16,3.63893,23.64,44.79,153.0,63.5,40.49,22.89,54.46,24.19,25.70754,54.62,69.45
2008-10-17,3.47857,23.33,44.55,151.0,62.65,39.33,22.1,53.8,23.93,25.5012,53.77,68.04
2008-10-20,3.51571,24.35,46.71,154.92308,64.44,40.66,23.23,56.84,24.72,27.1894,54.43,74.99
2008-10-21,3.2675,26.39,46.4,156.53847,63.66,39.74,23.015,55.13,23.36,26.27027,53.67,71.5
2008-10-22,3.45964,25.02,42.91,145.84616,61.42,37.17,22.69,54.18,21.53,24.15064,52.27,64.57
2008-10-23,3.50821,24.53,46.52,144.61539,62.45,37.85,21.53,55.58,22.32,24.61021,52.76,70.39
2008-10-24,3.44214,24.05,45.24,137.15384,60.79,35.43,20.805,53.06,21.96,23.52226,51.4,69.04
2008-10-27,3.28893,23.08,42.36,136.38461,60.15,34.0,20.505,51.76,21.18,25.89511,49.67,66.09
2008-10-28,3.56821,25.47,48.91,149.92308,64.19,37.6,22.625,56.62,23.1,29.68419,55.17,74.86
2008-10-29,3.73393,25.21,49.8,147.69231,61.53,35.71,21.925,57.18,23.0,28.60562,55.02,74.65
2008-10-30,3.96571,26.06,50.7,148.84616,60.57,37.62,22.33,57.87,22.63,28.60562,54.75,75.05
2008-10-31,3.8425,27.5,52.42,150.07692,61.34,41.25,22.03,57.93,22.33,27.82717,55.81,74.12
2008-11-03,3.82,28.32,52.85,148.46153,61.16,40.73,22.725,57.03,22.62,28.84009,55.97,74.29
2008-11-04,3.96393,29.82,53.62,159.76923,61.89,42.17,23.015,57.78,23.53,30.58456,56.13,77.49
2008-11-05,3.68929,27.83,49.55,153.30769,59.85,39.22,22.365,56.0,22.08,28.9245,54.13,73.69
2008-11-06,3.53929,24.92,45.72,141.07692,57.92,38.26,22.245,54.17,20.88,27.43325,53.49,69.96
2008-11-07,3.50857,25.31,46.58,145.07692,60.22,37.75,23.125,55.47,21.5,28.18356,54.39,73.95
2008-11-10,3.42429,23.98,46.14,141.92308,60.01,36.41,22.95,56.48,21.3,28.59624,55.18,74.02
2008-11-11,3.38464,22.4,43.97,137.0,59.55,36.35,22.22,56.29,21.2,27.87406,54.75,72.65
2008-11-12,3.21857,20.05,42.52,125.30769,57.92,34.57,21.915,54.02,20.3,27.16126,52.62,68.93
2008-11-13,3.44429,20.78,43.16,129.69231,62.9,37.19,23.14,56.25,21.25,29.20586,54.93,75.41
2008-11-14,3.22286,19.99,41.04,123.23077,60.05,34.47,22.51,56.13,20.06,28.13667,52.71,73.68
2008-11-17,3.14786,19.37,41.18,123.92308,59.27,32.77,21.985,55.61,19.32,27.42387,51.81,73.38
2008-11-18,3.21107,19.38,39.56,123.53846,60.89,32.14,21.745,56.51,19.62,26.72984,52.72,76.33
2008-11-19,3.08179,18.74,37.48,111.15385,58.12,28.47,21.135,55.44,18.29,25.26673,51.0,73.42
2008-11-20,2.87464,17.23,37.11,98.76923,55.81,23.38,20.535,52.91,17.53,24.85406,50.66,68.51
2008-11-21,2.94929,18.69,39.58,107.92308,58.35,22.72,22.0,55.15,19.68,26.7017,52.92,75.81
2008-11-24,3.31964,21.18,40.75,117.38461,59.11,27.58,22.615,55.51,20.69,27.88344,52.77,78.8
2008-11-25,3.24286,21.37,40.18,121.30769,58.7,29.77,22.535,56.81,19.99,28.68065,54.68,78.11
2008-11-26,3.39286,22.3,41.28,124.53846,58.27,30.62,22.69,57.9,20.49,30.51891,56.69,80.89
2008-11-28,3.30964,23.31,42.63,132.07692,58.58,31.66,23.435,58.75,20.22,30.62208,55.88,80.15
2008-12-01,3.17607,19.64,39.88,119.23077,55.33,26.12,22.165,56.17,18.61,28.76506,53.01,74.31
2008-12-02,3.3025,20.76,40.7,135.46153,56.83,28.53,21.965,57.05,19.15,30.13437,53.45,77.61
2008-12-03,3.425,21.87,40.47,139.46153,57.32,30.25,23.07,59.55,19.87,31.12854,54.38,78.93
2008-12-04,3.26464,20.84,39.19,135.0,56.18,31.08,22.375,60.84,19.11,30.15313,55.11,76.27
2008-12-05,3.35714,21.78,39.53,137.30769,58.23,33.35,22.99,62.72,19.87,31.12854,58.21,76.6
2008-12-08,3.56143,24.44,42.85,145.23077,58.77,36.49,22.99,60.92,21.01,32.10394,57.56,79.6
2008-12-09,3.57357,23.29,40.82,136.76923,57.81,33.96,22.415,59.68,20.6,31.2786,55.81,78.2
2008-12-10,3.5075,21.56,41.68,138.46153,57.8,33.52,22.655,61.66,20.61,30.70649,55.25,80.07
2008-12-11,3.39286,20.13,40.27,131.15384,58.25,29.94,22.11,60.87,19.45,30.45326,54.79,80.02
2008-12-12,3.50964,20.34,39.2,131.61539,57.25,30.94,22.285,60.59,19.36,30.76276,54.63,80.45
